GT Program,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,Time Per Round
"Map(IsObject(Microphone), IsObject(Face), GetAbove)",festival,standard,LearnSy,FAIL,0.6306488330010325,49.7214552500227,14,4,338,1525,13.528524590163935,1.1565137130801688,279,"[0.1514998749771621, 0.018738250015303493, 0.019273666985100135, 0.3697357499913778, 0.007257084012962878, 0.007446916977642104, 0.007363375014392659, 0.0073463330045342445, 0.00753100001020357, 0.0074924579821527, 0.007745375012746081, 0.007588416978251189, 0.007718457985902205, 0.00770075002219528, 0.008067459013545886, 0.0083382909942884, 0.00848579200101085, 0.00831883298815228, 0.008295000006910414, 0.008608000003732741, 0.009220917010679841, 0.011096250003902242, 0.01541079202434048, 0.010968040995066985, 0.01002975000301376, 0.011322292004479095, 0.008639457984827459, 0.010376207996159792, 0.008348500006832182, 0.008108124980935827, 0.008315083017805591, 0.008220874995458871, 0.008503041986841708, 0.008276791020762175, 0.0084547919977922, 0.008686334011144936, 0.0087089579901658, 0.008800250012427568, 0.008753000001888722, 0.008731667010579258, 0.008565291995182633, 0.008766582992393523, 0.008612375007942319, 0.008845457981806248, 0.008831542014377192, 0.008926208975026384, 0.008897250023437664, 0.008905334019800648, 0.008806416997686028, 0.009027833002619445, 0.008888375014066696, 0.00899420797941275, 0.0088662090129219, 0.00905179200344719, 0.00915516700479202, 0.009116000001085922, 0.00913629200658761, 0.009058750001713634, 0.009167708019958809, 0.009527207992505282, 0.00939962500706315, 0.009258208010578528, 0.009330457978649065, 0.009341665980173275, 0.009205667010974139, 0.00942991700139828, 0.009266999986721203, 0.018621333001647145, 0.013697875023353845, 0.01259800000116229, 0.012816125003155321, 0.018623290990944952, 0.01877591700758785, 0.010008500015828758, 0.009757916996022686, 0.009750333003466949, 0.009773500001756474, 0.010168584005441517, 0.009819916973356158, 0.010510042018722743, 0.00995199999306351, 0.009832832991378382, 0.01010429099551402, 0.009916542010614648, 0.01033816600102, 0.010121250001247972, 0.010083542001666501, 0.010209083004156128, 0.010237667011097074, 0.010103415988851339, 0.010255291999783367, 0.010179208999034017, 0.010294874984538183, 0.010291332990163937, 0.010283916984917596, 0.010518625000258908, 0.010276999993948266, 0.010533749999012798, 0.010468458000104874, 0.010295792017132044, 0.010742416983703151, 0.010527791979257017, 0.010412457981146872, 0.010731249989476055, 0.010697416990296915, 0.010660542000550777, 0.010680333012714982, 0.010694208001950756, 0.011074416019255295, 0.011454958003014326, 0.011617958021815866, 0.011567457986529917, 0.011264875007327646, 0.011544957989826798, 0.010974959004670382, 0.010977833007927984, 0.01104320798185654, 0.010882708011195064, 0.011107708007330075, 0.011025916988728568, 0.01113833300769329, 0.01141387497773394, 0.01117987500037998, 0.011219707987038419, 0.01131854098639451, 0.01131125001120381, 0.01111183300963603, 0.011487624986330047, 0.011335625022184104, 0.011200749984709546, 0.011510707990964875, 0.011466166994068772, 0.011355708003975451, 0.011679167015245184, 0.011569999973289669, 0.0113800419785548, 0.011703166994266212, 0.011637417017482221, 0.011676249996526167, 0.011590749985771254, 0.011755832994822413, 0.01192399999126792, 0.011752291989978403, 0.011847084009787068, 0.011827917012851685, 0.0117383329779841, 0.011889332992723212, 0.01205912500154227, 0.012028916011331603, 0.011866832996020094, 0.013909291999880224, 0.013503291993401945, 0.012701083003776148, 0.012408583017531782, 0.012085958995157853, 0.012377125007333234, 0.012482084013754502, 0.012099916988518089, 0.012299291993258521, 0.012356207997072488, 0.012484667007811368, 0.012337374995695427, 0.012355917016975582, 0.0124417920014821, 0.01248924998799339, 0.012489457993069664, 0.012480333010898903, 0.012718624988337979, 0.012674916011746973, 0.012768042011884972, 0.012515542010078207, 0.012740792008116841, 0.012862999981734902, 0.012903374998131767, 0.012681375024840236, 0.01298945801681839, 0.012878584006102756, 0.012843542004702613, 0.012849749997258186, 0.013020375015912578, 0.01295112501247786, 0.013824708003085107, 0.015399625001009554, 0.013896832999307662, 0.015133416978642344, 0.014625334006268531, 0.014199083001585677, 0.013690832973225042, 0.034942166006658226, 0.018367292010225356, 0.018493125011445954, 0.01371937501244247, 0.013516290986444801, 0.01342045800993219, 0.013429749989882112, 0.01454050000756979, 0.014895415981300175, 0.015029083006083965, 0.014325875003123656, 0.013540625019231811, 0.013531707983929664, 0.013461541995638981, 0.013592374976724386, 0.013608209002995864, 0.013556250021792948, 0.013676750008016825, 0.013713208987610415, 0.013599124999018386, 0.01394345800508745, 0.013825208006892353, 0.013793666992569342, 0.01384474997757934, 0.013709582999581471, 0.013777542015304789, 0.013972874992759898, 0.014025957992998883, 0.013934667018475011, 0.01393691700650379, 0.014094042009674013, 0.013904082996305078, 0.01406941600725986, 0.014175415999488905, 0.014224749989807606, 0.014209041983122006, 0.014123166998615488, 0.014220250013750046, 0.01410441700136289, 0.015448582998942584, 0.01547695798217319, 0.015806541981874034, 0.015307124995160848, 0.014694292010972276, 0.014691625023260713, 0.014510792010696605, 0.014451750001171604, 0.014370999997481704, 0.014634749997640029, 0.01458200000342913, 0.014660999993793666, 0.014663415990071371, 0.014497958007268608, 0.014583124982891604, 0.014622082991991192, 0.015032790979603305, 0.014902124996297061, 0.014811625005677342, 0.014711374999023974, 0.014803166995989159, 0.014857958012726158, 0.01494570798240602, 0.014826333994278684, 0.014810082997428253, 0.014805832994170487, 0.01489529199898243, 0.015025583008537069, 0.015276500023901463, 0.0159306249988731, 0.015141707990551367, 0.015610833012033254, 0.01718691602582112, 0.015425084013259038, 0.015418541996041313, 0.015316792007070035, 0.015371291985502467, 0.015317458979552612, 0.015463333984371275, 0.01544912499957718, 0.015189915982773528, 0.015407708007842302, 0.015533958008745685, 0.016607208002824336, 0.016737458005081862, 0.016319917020155117, 0.01566579198697582, 0.015569457988021895, 0.015668250009184703, 0.015706167003372684, 0.01569079200271517, 0.015680999989854172]"
"Map(IsObject(Guitar), Map(IsObject(Microphone), IsObject(Face), GetAbove), GetAbove)",festival,standard,LearnSy,True,0.7598716659995262,51.398569000011776,73,1,338,1525,13.528524590163935,1.1565137130801688,78,"[2.395354333013529, 0.18509479198837653, 0.04841808299534023, 0.03211620799265802, 0.013994292006827891, 0.0035527499858289957, 0.003519084013532847, 0.0035061659873463213, 0.0035014160093851388, 0.0036329579888843, 0.0037737080128863454, 0.00393333300598897, 0.003720582986716181, 0.0038088329893071204, 0.0038617920072283596, 0.004782667005201802, 0.003869749984005466, 0.0039439169922843575, 0.0040684170089662075, 0.004131916997721419, 0.004351999989012256, 0.004207416990539059, 0.004373125004349276, 0.004275915998732671, 0.004196875001071021, 0.004388833011034876, 0.004418541007908061, 0.004551082995021716, 0.004467833001399413, 0.004425624996656552, 0.004494541004532948, 0.004794791020685807, 0.004618292005034164, 0.004625750007107854, 0.004925792018184438, 0.004660124977817759, 0.004738334013381973, 0.005063457996584475, 0.004890166979748756, 0.004937708989018574, 0.0052777500241063535, 0.0052204999956302345, 0.005170749995158985, 0.005203000007895753, 0.005520417005755007, 0.005604792007943615, 0.005627124977763742, 0.007983666990185156, 0.00972558298963122, 0.01154899998800829, 0.00705079099861905, 0.007721125002717599, 0.011366999999154359, 0.006178707990329713, 0.006100916973082349, 0.006238208006834611, 0.006072499993024394, 0.005970083002466708, 0.0058969999954570085, 0.005808832996990532, 0.006278708984609693, 0.005946458026301116, 0.005938249989412725, 0.006114124989835545, 0.006146833009552211, 0.006090166978538036, 0.006360875006066635, 0.006174750014906749, 0.006472625012975186, 0.006353875010972843, 0.006326250004349276, 0.006648124981438741, 0.0064547920192126185, 0.006418082979507744, 0.006639250001171604, 0.006590917007997632, 0.006845416995929554, 0.006691957998555154]"
"Map(IsObject(Microphone), Smile, GetAround)",festival,standard,LearnSy,True,0.6960399999807123,57.092728832998546,788,1,338,1525,13.528524590163935,1.1565137130801688,2,"[5.0549722500145435, 4.344791374984197]"
"Union[IsObject(Speaker), IsObject(Microphone), IsObject(Guitar)]",festival,standard,LearnSy,True,0.6387450839974917,47.675968499999726,1,1,338,1525,13.528524590163935,1.1565137130801688,0,[]
"Map(IsObject(Person), IsObject(Bicycle), GetBelow)",cars,standard,LearnSy,True,0.8836074580030981,273.53010712499963,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Bicycle), IsObject(Car), GetNotAround)",cars,standard,LearnSy,True,0.6717726250062697,289.60478754198994,191,1,116,616,15.217532467532468,1.1502403846153846,4,"[1.54393024998717, 0.5006732920010109, 0.4953543330193497, 0.5023982080165297]"
"Map(Smile, IsObject(Bicycle), GetBelow)",cars,standard,LearnSy,FAIL,0.8455561250157189,278.09570537498803,635,4,116,616,15.217532467532468,1.1502403846153846,46,"[3.681424207985401, 0.6392894579912536, 0.5913329170143697, 0.5880838749872055, 0.5916139590262901, 0.5902002079819795, 0.5994131669867784, 0.5959944580099545, 0.5670085419842508, 0.5805595420242753, 0.5626038750051521, 0.558883583988063, 0.5630127090262249, 0.42653783300193027, 0.2566735000000335, 0.25815033400431275, 0.25314320798497647, 0.25640170800033957, 0.3080158330267295, 0.2827954579843208, 0.2860848329728469, 0.4508494170149788, 0.09797345899278298, 0.03799391697975807, 0.038345999986631796, 0.03820458299014717, 0.03819641700829379, 0.04041516699362546, 0.10304420901229605, 0.03507579199504107, 0.0353576659981627, 0.03503745901980437, 0.034874208009568974, 0.03517562500201166, 0.035153083998011425, 0.03487566698458977, 0.03479274999699555, 0.0345178340212442, 0.0348910829925444, 0.03488458300125785, 0.034919625002657995, 0.0350836249999702, 0.03497320899623446, 0.03648350000730716, 0.035759791993768886, 0.02532595899538137]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",cars,standard,LearnSy,True,0.5903965829929803,275.5068584579858,282,1,116,616,15.217532467532468,1.1502403846153846,9,"[2.0749305409844965, 0.44233200000599027, 0.40142233300139196, 0.40256845799740404, 0.0032332499977201223, 0.0031627909920644015, 0.0031765419989824295, 0.0032945830025710166, 0.0032065830018837005]"
"Map(IsObject(Car), IsObject(Face), GetContains)",cars,standard,LearnSy,True,0.7098571250098757,278.25759129200014,494,1,116,616,15.217532467532468,1.1502403846153846,2,"[0.7240070830157492, 0.41688541701296344]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Car), IsObject(Face), GetContains))]",cars,standard,LearnSy,True,0.8763453749998007,283.32832362499903,497,1,116,616,15.217532467532468,1.1502403846153846,5,"[0.7757352079788689, 0.4271580410131719, 0.4475882080150768, 0.0010927499970421195, 0.0009836249810177833]"
"Union[IsObject(Bicycle), IsObject(Car)]",cars,standard,LearnSy,True,0.967826290987432,286.6803677910066,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Hat), IsObject(Face), GetBelow)",cars,standard,LearnSy,TIMEOUT,0.9276448749878909,887.7603695419966,58,7,116,616,15.217532467532468,1.1502403846153846,5029,[]
"Map(IsObject(Car), IsObject(Bicycle), GetAround)",cars,standard,SampleSy,True,0.6730199999874458,0.0004911250143777579,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Guitar), IsObject(Microphone), GetAround)",festival,standard,SampleSy,True,0.5392237500054762,0.8026276669988874,199,1,338,1525,13.528524590163935,1.1565137130801688,4,"[0.2608845000213478, 0.19163975000265054, 0.11754316699807532, 0.23247312498278916]"
"Union[IsObject(Face), IsObject(Person)]",festival,standard,SampleSy,True,0.7160601660143584,0.00023191599757410586,1,1,338,1525,13.528524590163935,1.1565137130801688,0,[]
"Map(IsObject(Suit), IsObject(Bride), GetLeft)",wedding,standard,SampleSy,True,0.624835875001736,0.3607077499909792,171,1,336,1351,9.659511472982976,1.1332020997375327,1,[0.36061337499995716]
"Map(Map(IsObject(Bride), IsObject(Face), GetAbove), IsObject(Suit), GetNotAround)",wedding,standard,SampleSy,False,0.7588234999857377,0.39123837498482317,64,1,336,1351,9.659511472982976,1.1332020997375327,2,"[0.37543141600326635, 0.015687542007071897]"
"Map(IsObject(Face), IsObject(Glasses), GetContains)",wedding,standard,SampleSy,True,0.6861879579955712,0.22723287501139566,18,5,336,1351,9.659511472982976,1.1332020997375327,2,"[0.1154171249945648, 0.054072333994554356]"
"Intersection[IsObject(Person), Complement(Map(IsObject(Glasses), IsObject(Person), GetIsContained))]",wedding,standard,SampleSy,FAIL,0.4888361250050366,1.5245850410137791,175,4,336,1351,9.659511472982976,1.1332020997375327,5,"[0.3617538329854142, 0.3600534579891246, 0.38828070799354464, 0.3774911669897847, 0.03680979198543355]"
"Map(MouthOpen, MouthOpen, GetRight)",wedding,standard,SampleSy,True,1.0959059169981629,1.2641764580039307,50,10,336,1351,9.659511472982976,1.1332020997375327,7,"[0.3238924579927698, 0.16479908299515955, 0.13675224999315105, 0.10766066599171609, 0.1059791250154376, 0.13220679099322297, 0.16313333401922137]"
"Intersection[Smile, Map(Intersection[MouthOpen, Smile], MouthOpen, GetRight)]",wedding,standard,SampleSy,True,0.9136209589778446,0.37874283400014974,50,1,336,1351,9.659511472982976,1.1332020997375327,3,"[0.2964651660004165, 0.05667404201813042, 0.025520249997498468]"
"Map(IsObject(Tie), IsObject(Face), GetAbove)",wedding,standard,SampleSy,FAIL,0.6891173330077436,0.2556479579943698,41,4,336,1351,9.659511472982976,1.1332020997375327,2,"[0.23178479200578295, 0.02373020802042447]"
"Union[IsObject(Suit), IsObject(Tie), IsObject(Wedding Gown)]",wedding,standard,SampleSy,True,0.6515420000068843,5.787500413134694e-05,1,1,336,1351,9.659511472982976,1.1332020997375327,0,[]
"Map(IsObject(Bride), Smile, GetAbove)",wedding,standard,SampleSy,True,0.6584460419835523,0.7572154579975177,296,1,336,1351,9.659511472982976,1.1332020997375327,5,"[0.35446483400301076, 0.2397561669931747, 0.09496604098239914, 0.04646437501651235, 0.021403666003607213]"
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",festival,standard,SampleSy,False,0.7055315840116236,0.17505937500391155,26,1,338,1525,13.528524590163935,1.1565137130801688,2,"[0.14966412499779835, 0.025250834005419165]"
"Map(IsObject(Microphone), IsObject(Face), GetAbove)",festival,standard,SampleSy,True,0.6913370830006897,0.10545033399830572,14,4,338,1525,13.528524590163935,1.1565137130801688,1,[0.07713308298843913]
"Map(IsObject(Guitar), Map(IsObject(Microphone), IsObject(Face), GetAbove), GetAbove)",festival,standard,SampleSy,True,0.7408706670103129,0.3796695409982931,73,1,338,1525,13.528524590163935,1.1565137130801688,3,"[0.3122528749809135, 0.04436795899528079, 0.02286908301175572]"
"Map(IsObject(Microphone), Smile, GetAround)",festival,standard,SampleSy,True,0.7554440000094473,0.7985606669972185,788,1,338,1525,13.528524590163935,1.1565137130801688,3,"[0.3318434579996392, 0.2867551670060493, 0.1798146670043934]"
"Union[IsObject(Speaker), IsObject(Microphone), IsObject(Guitar)]",festival,standard,SampleSy,True,0.5810672079969663,0.0001617079833522439,1,1,338,1525,13.528524590163935,1.1565137130801688,0,[]
"Map(IsObject(Person), IsObject(Bicycle), GetBelow)",cars,standard,SampleSy,True,0.9402651250129566,0.00014362498768605292,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Bicycle), IsObject(Car), GetNotAround)",cars,standard,SampleSy,FAIL,0.5655981669842731,0.32379533298080787,191,4,116,616,15.217532467532468,1.1502403846153846,4,"[0.12830612499965355, 0.09331720799673349, 0.05850895799812861, 0.043536457989830524]"
"Map(Smile, IsObject(Bicycle), GetBelow)",cars,standard,SampleSy,False,0.8738920410105493,0.44568833301309496,635,1,116,616,15.217532467532468,1.1502403846153846,5,"[0.18731454201042652, 0.1046478750067763, 0.07965658398461528, 0.0414980000059586, 0.03238600000622682]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",cars,standard,SampleSy,True,0.5860663749917876,0.31776341699878685,282,1,116,616,15.217532467532468,1.1502403846153846,4,"[0.14026020900928415, 0.09709741600090638, 0.04499437499907799, 0.03526704199612141]"
"Map(IsObject(Car), IsObject(Face), GetContains)",cars,standard,SampleSy,True,0.671452832990326,0.1990771249984391,494,1,116,616,15.217532467532468,1.1502403846153846,1,[0.19899120900663547]
"Intersection[IsObject(Face), Complement(Map(IsObject(Car), IsObject(Face), GetContains))]",cars,standard,SampleSy,True,0.8626590000058059,0.22084404199267738,497,1,116,616,15.217532467532468,1.1502403846153846,2,"[0.21624062498449348, 0.004450875014299527]"
"Union[IsObject(Bicycle), IsObject(Car)]",cars,standard,SampleSy,True,0.6587922920007259,0.00014112499775364995,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Hat), IsObject(Face), GetBelow)",cars,standard,SampleSy,True,0.9286046670167707,2.8323840420052875,58,44,116,616,15.217532467532468,1.1502403846153846,3,"[0.11433716700412333, 0.11631425001542084, 0.10813737500575371]"
"Map(IsObject(Car), IsObject(Bicycle), GetAround)",cars,CCE,SmartLabel,True,1.4055479999806266,0.05584837499191053,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Guitar), IsObject(Microphone), GetAround)",festival,CCE,SmartLabel,True,1.1036619579826947,31.686910833988804,207,1,338,1519,13.528524590163935,1.1565137130801688,6,"[9.502262458001496, 9.144700917007867, 4.4838736669917125, 3.6317263750243, 2.652340250002453, 2.1927355410007294]"
"Union[IsObject(Face), IsObject(Person)]",festival,CCE,SmartLabel,True,4.600700166018214,389.7517287080118,4541,31,338,1511,13.528524590163935,1.1565137130801688,14,"[19.901095665991306, 11.22526733300765, 12.422258042002795, 9.78234791700379, 10.242823583015706, 6.315558292000787, 9.41028179199202, 23.28555108301225, 24.311277667002287, 46.58309791600914, 48.60149366600672, 48.567742417013505, 53.18205462500919, 57.481106332998024]"
"Map(IsObject(Suit), IsObject(Bride), GetLeft)",wedding,CCE,SmartLabel,True,1.5138355829985812,8.870624249975663,209,1,336,1350,9.659511472982976,1.1332020997375327,1,[8.816300667007454]
"Map(Map(IsObject(Bride), IsObject(Face), GetAbove), IsObject(Suit), GetNotAround)",wedding,CCE,SmartLabel,True,4.377645749977091,7.48425566701917,72,1,336,1350,9.659511472982976,1.1332020997375327,1,[7.380349459010176]
"Map(IsObject(Face), IsObject(Glasses), GetContains)",wedding,CCE,SmartLabel,True,1.5198070830083452,8.430350084003294,97,5,336,1350,9.659511472982976,1.1332020997375327,1,[7.454855707997922]
"Intersection[IsObject(Person), Complement(Map(IsObject(Glasses), IsObject(Person), GetIsContained))]",wedding,CCE,SmartLabel,True,6.510100375016918,25.53169395797886,470,1,336,1348,9.659511472982976,1.1332020997375327,3,"[13.732859958021436, 11.263984332996188, 0.42813283298164606]"
"Map(MouthOpen, MouthOpen, GetRight)",wedding,CCE,SmartLabel,True,2.3777358749939594,179.48728929198114,57,11,336,1328,9.659511472982976,1.1332020997375327,24,"[7.986946084012743, 4.2064317089971155, 3.3391625829972327, 3.21273979099351, 2.7464110830042046, 3.8813650829833932, 4.038827916025184, 3.8034293329983484, 3.865424041985534, 3.9818857919890434, 4.120034208026482, 3.716987457999494, 3.7550314590043854, 9.317119250015821, 11.751157040998805, 11.648179332987638, 12.87473912499263, 9.448224207997555, 15.720074499986367, 15.817312125000171, 15.87435545900371, 6.140779166016728, 14.802190791990142, 1.9405176250147633]"
"Intersection[Smile, Map(Intersection[MouthOpen, Smile], MouthOpen, GetRight)]",wedding,CCE,SmartLabel,True,5.203054665995296,24.308530457987217,169,1,336,1347,9.659511472982976,1.1332020997375327,4,"[10.757666541001527, 7.954794874996878, 4.87090020798496, 0.42538025000249036]"
"Map(IsObject(Tie), IsObject(Face), GetAbove)",wedding,CCE,SmartLabel,True,1.3905883750121575,6.821312667016173,39,1,336,1348,9.659511472982976,1.1332020997375327,3,"[6.158102791989222, 0.36954491698998027, 0.23915633297292516]"
"Union[IsObject(Suit), IsObject(Tie), IsObject(Wedding Gown)]",wedding,CCE,SmartLabel,True,1.643465583998477,3.8437687910045497,29,1,336,1351,9.659511472982976,1.1332020997375327,1,[3.789128291013185]
"Map(IsObject(Bride), Smile, GetAbove)",wedding,CCE,SmartLabel,True,1.8706797909981105,20.942257957998663,338,1,336,1347,9.659511472982976,1.1332020997375327,4,"[10.002187458012486, 9.395752917014761, 0.9629430829954799, 0.48873533299774863]"
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",festival,CCE,SmartLabel,True,1.437145125004463,7.27799933301867,26,1,338,1521,13.528524590163935,1.1565137130801688,4,"[4.909973750007339, 0.9301498330023605, 0.6876475000171922, 0.6861483749817125]"
"Map(IsObject(Microphone), IsObject(Face), GetAbove)",festival,CCE,SmartLabel,True,1.4541111669968814,24.1143187090056,2202,4,338,1521,13.528524590163935,1.1565137130801688,4,"[9.671342082991032, 11.40634816599777, 0.6368225409823935, 2.170591375004733]"
"Map(IsObject(Guitar), Map(IsObject(Microphone), IsObject(Face), GetAbove), GetAbove)",festival,CCE,SmartLabel,True,1.5936402499792166,21.181078666995745,76,1,338,1520,13.528524590163935,1.1565137130801688,5,"[16.97992154097301, 1.928369583998574, 1.1039611670130398, 0.6711171250208281, 0.3870210409804713]"
"Map(IsObject(Microphone), Smile, GetAround)",festival,CCE,SmartLabel,True,3.203247792000184,36.12516554200556,5117,1,338,1520,13.528524590163935,1.1565137130801688,5,"[12.735695582989138, 8.807480916992063, 4.665532625018386, 5.052257292001741, 4.734081166010583]"
"Union[IsObject(Speaker), IsObject(Microphone), IsObject(Guitar)]",festival,CCE,SmartLabel,True,2.1615100420021918,17.94053162500495,189,1,338,1521,13.528524590163935,1.1565137130801688,4,"[8.550825958984205, 7.696742458007066, 1.2863307500083465, 0.3031201669946313]"
"Map(IsObject(Person), IsObject(Bicycle), GetBelow)",cars,CCE,SmartLabel,True,1.6929744590015616,109.42713125000591,200,19,116,607,15.217532467532468,1.1502403846153846,10,"[7.901738666987512, 8.786585583991837, 4.319880958995782, 8.880168583971681, 9.244586333021289, 14.946321875002468, 14.44359350000741, 15.64562733299681, 14.216883459012024, 9.728356542007532]"
"Map(IsObject(Bicycle), IsObject(Car), GetNotAround)",cars,CCE,SmartLabel,True,1.088129084004322,28.578205333993537,191,1,116,611,15.217532467532468,1.1502403846153846,5,"[5.847350833006203, 5.131627208000282, 5.596009458007757, 6.829307500011055, 5.138235999998869]"
