GT Program,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,Time Per Round
"Union[IsObject(Suit), IsObject(Tie), IsObject(Wedding Gown)]",wedding,standard,LearnSy,True,0.8089448749960866,127.82112274999963,33,1,336,1351,9.659511472982976,1.1332020997375327,1,[1.4800263340002857]
"Map(IsObject(Bride), Smile, GetAbove)",wedding,standard,LearnSy,FAIL,0.9843750840227585,108.06701741699362,52,4,336,1351,9.659511472982976,1.1332020997375327,7,"[1.609513415984111, 0.5007082079828251, 0.37470812498941086, 0.327524334017653, 0.32213695798418485, 0.23782762500923127, 0.20163829199736938]"
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",festival,standard,LearnSy,FAIL,0.6944503329868894,56.15992695800378,28,4,338,1525,13.528524590163935,1.1565137130801688,50,"[0.8698215830081608, 0.0460945829981938, 0.04764020899892785, 0.08955537501606159, 0.026398957998026162, 0.026166708004893735, 0.026707541983341798, 0.02728712500538677, 0.026557750010397285, 0.02729791699675843, 0.02720487499027513, 0.027929792006034404, 0.02647962502669543, 0.02636491699377075, 0.026997832988854498, 0.02647979199537076, 0.026364000019384548, 0.026441624999279156, 0.026241582992952317, 0.02652204199694097, 0.02670374998706393, 0.026752542005851865, 0.026677833986468613, 0.02675529199768789, 0.026837125013116747, 0.026823499996680766, 0.027011833008145913, 0.02702600002521649, 0.02691812498960644, 0.027282916998956352, 0.02744654199341312, 0.027256707980995998, 0.0271031669981312, 0.0273973329749424, 0.02725408400874585, 0.027303958020638674, 0.02728787501109764, 0.030503207992296666, 0.029777707997709513, 0.027993249997962266, 0.027719208010239527, 0.02781683299690485, 0.027828124992083758, 0.027898291999008507, 0.02776004100451246, 0.027541540999663994, 0.028147292003268376, 0.027792708977358416, 0.027626666997093707, 0.027634958998532966]"
"Map(IsObject(Microphone), IsObject(Face), GetAbove)",festival,standard,LearnSy,True,0.6072368750174064,60.47368666701368,415,5,338,1525,13.528524590163935,1.1565137130801688,21,"[2.6583980829745997, 1.2804176659847144, 1.4122057920030784, 1.400226166995708, 1.2679745000205003, 1.2814231250085868, 0.5191832080017775, 0.024581125006079674, 0.024926707992563024, 0.024680875008925796, 0.025174833979690447, 0.02481100001023151, 0.024638959002913907, 0.025555500003974885, 0.024845499981893227, 0.024861917016096413, 0.02484425000147894, 0.024887625011615455, 0.024776709004072472, 0.025662166997790337, 0.025775916990824044]"
"Map(IsObject(Guitar), Map(IsObject(Microphone), IsObject(Face), GetAbove), GetAbove)",festival,standard,LearnSy,True,0.7384100829949602,53.32032916601747,19,1,338,1525,13.528524590163935,1.1565137130801688,81,"[0.3998960419849027, 0.091111167013878, 0.05683604200021364, 0.056466209003701806, 0.055157833005068824, 0.05515162501251325, 0.05512904201168567, 0.05736166698625311, 0.007086166006047279, 0.0018168750102631748, 0.0018001669959630817, 0.0018543330079410225, 0.0018954580009449273, 0.0019196659850422293, 0.0019404999911785126, 0.0019497500034049153, 0.0019660000107251108, 0.0020623749878723174, 0.0020423749811016023, 0.0020879579824395478, 0.0021153329871594906, 0.0021825419971719384, 0.0021884999878238887, 0.0022137500054668635, 0.002275542006827891, 0.002296541992109269, 0.002446709026116878, 0.0025427079817745835, 0.0025948749971576035, 0.002429541025776416, 0.0024894580128602684, 0.00242641699151136, 0.002410582994343713, 0.0024735000042710453, 0.0024719169887248427, 0.0024910409993026406, 0.0025671660259831697, 0.002657625009305775, 0.0026254999975208193, 0.0026249579968862236, 0.0026580420089885592, 0.0026622909936122596, 0.0027103339962195605, 0.002749042003415525, 0.00279837500420399, 0.0027946250047534704, 0.002915459015639499, 0.003312000015284866, 0.003264792001573369, 0.0030616669973824173, 0.003172625001752749, 0.003189291019225493, 0.0032666249899193645, 0.0034638750075828284, 0.003243250015657395, 0.003539958008332178, 0.003292333014542237, 0.0032268329814542085, 0.003191124997101724, 0.003272375004598871, 0.0032332919945474714, 0.0032987500017043203, 0.003289542015409097, 0.003285542014054954, 0.003373875020770356, 0.0033593330008443445, 0.0034228329895995557, 0.0034622499952092767, 0.003468957991572097, 0.003505749977193773, 0.003671291982755065, 0.00360587501199916, 0.003648374986369163, 0.003668209013994783, 0.00366249997750856, 0.003695917024742812, 0.0038035420002415776, 0.003728999989107251, 0.003939957998227328, 0.00400458398507908, 0.003753583994694054]"
"Map(IsObject(Microphone), Smile, GetAround)",festival,standard,LearnSy,FAIL,0.6061496250040364,50.31619812498684,98,4,338,1525,13.528524590163935,1.1565137130801688,2,"[1.6426708340004552, 0.4693211250123568]"
"Union[IsObject(Speaker), IsObject(Microphone), IsObject(Guitar)]",festival,standard,LearnSy,FAIL,0.6540130840148777,52.351315499981865,460,4,338,1525,13.528524590163935,1.1565137130801688,3,"[2.257566249987576, 0.05851104098837823, 0.0016098750056698918]"
"Map(IsObject(Person), IsObject(Bicycle), GetBelow)",cars,standard,LearnSy,FAIL,0.5710323340026662,298.5167537909874,655,4,116,616,15.217532467532468,1.1502403846153846,1,[1.534726584010059]
"Map(IsObject(Bicycle), IsObject(Car), GetNotAround)",cars,standard,LearnSy,True,0.9797304579988122,279.53858374999254,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(Smile, IsObject(Bicycle), GetBelow)",cars,standard,LearnSy,False,0.673330541991163,308.90532412499306,598,1,116,616,15.217532467532468,1.1502403846153846,1,[1.5174136670248117]
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",cars,standard,LearnSy,False,1.1522775420162361,311.55216495899367,4,1,116,616,15.217532467532468,1.1502403846153846,1,[0.010213540983386338]
"Map(IsObject(Car), IsObject(Face), GetContains)",cars,standard,LearnSy,TIMEOUT,1.1745327500102576,889.5036065420136,1775,7,116,616,15.217532467532468,1.1502403846153846,41128,[]
"Intersection[IsObject(Face), Complement(Map(IsObject(Car), IsObject(Face), GetContains))]",cars,standard,LearnSy,FAIL,0.7599923340021633,291.0505466669856,2322,4,116,616,15.217532467532468,1.1502403846153846,7,"[1.4399099159927573, 1.1470886669994798, 0.9972783339908347, 1.010421832994325, 1.0835303750063758, 1.142540957982419, 0.034204875002615154]"
"Union[IsObject(Bicycle), IsObject(Car)]",cars,standard,LearnSy,FAIL,0.5593395000032615,260.27815087500494,4,4,116,616,15.217532467532468,1.1502403846153846,2,"[0.009310708002885804, 0.0027605829818639904]"
"Map(IsObject(Hat), IsObject(Face), GetBelow)",cars,standard,LearnSy,True,0.9758781249984168,331.42081387498183,74,27,116,616,15.217532467532468,1.1502403846153846,66,"[0.6869360419805162, 0.4752895410056226, 0.26307337498292327, 0.7317056669853628, 0.15928366701700725, 0.15819058299530298, 0.15716833400074393, 0.3010480840166565, 0.16986483300570399, 0.1555585830064956, 0.16295162501046434, 0.16950925000128336, 0.16081595901050605, 0.16491712498827837, 0.17230170898255892, 0.1575301670236513, 0.15693562498199753, 0.15692062498419546, 0.15455050001037307, 0.16456391700194217, 0.2244137090165168, 0.16059929199400358, 0.15771237498847768, 0.1474770000204444, 0.1457527499878779, 0.14673400000901893, 0.14900833298452199, 0.14838204201078042, 0.14954158398904838, 0.14384100001188926, 0.14703875000122935, 0.15001058302004822, 0.144064583000727, 0.14277108298847452, 0.13996858298196457, 0.13829345800331794, 0.13929191601346247, 0.1398067909758538, 0.1452766669972334, 0.1537708329851739, 0.14655516599304974, 0.13154291699174792, 0.12643833298352547, 0.12697820801986381, 0.12429408301250078, 0.12717049999628216, 0.12650612500146963, 0.12408770801266655, 0.2572993340145331, 0.12863120800466277, 0.12755233299685642, 0.1286051669740118, 0.13884408402373083, 0.1654641249915585, 0.12770887499209493, 0.1270964170107618, 0.12267512499238364, 0.13335625000763685, 0.1263887500099372, 0.1360916669946164, 0.1214294169913046, 0.23813420798978768, 0.14693483299924992, 0.13308908298495226, 2.52580533301807, 0.10871929101995192]"
"Map(IsObject(Car), IsObject(Bicycle), GetAround)",cars,standard,SampleSy,True,0.9256277919921558,0.0009126669901888818,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Guitar), IsObject(Microphone), GetAround)",festival,standard,SampleSy,True,0.6774402500013821,0.0009612079884391278,1,1,338,1525,13.528524590163935,1.1565137130801688,0,[]
"Union[IsObject(Face), IsObject(Person)]",festival,standard,SampleSy,True,0.6885480000055395,0.00022645798162557185,1,1,338,1525,13.528524590163935,1.1565137130801688,0,[]
"Map(IsObject(Suit), IsObject(Bride), GetLeft)",wedding,standard,SampleSy,True,0.6674415830057114,0.7143015420006122,818,1,336,1351,9.659511472982976,1.1332020997375327,5,"[0.3035691250115633, 0.28062691699597053, 0.07714912501978688, 0.028435458982130513, 0.024346416001208127]"
"Map(Map(IsObject(Bride), IsObject(Face), GetAbove), IsObject(Suit), GetNotAround)",wedding,standard,SampleSy,FAIL,0.6971889160049614,0.44195170799503103,80,4,336,1351,9.659511472982976,1.1332020997375327,2,"[0.3565941250126343, 0.08526629098923877]"
"Map(IsObject(Face), IsObject(Glasses), GetContains)",wedding,standard,SampleSy,True,0.7233177079760935,0.7771150000044145,61,11,336,1351,9.659511472982976,1.1332020997375327,3,"[0.28990054098539986, 0.11894787498749793, 0.21142816700739786]"
"Intersection[IsObject(Person), Complement(Map(IsObject(Glasses), IsObject(Person), GetIsContained))]",wedding,standard,SampleSy,FAIL,0.6458719579968601,0.3337413330154959,120,4,336,1351,9.659511472982976,1.1332020997375327,1,[0.33367791699129157]
"Map(MouthOpen, MouthOpen, GetRight)",wedding,standard,SampleSy,True,0.6229054169962183,0.8784421659947839,85,11,336,1351,9.659511472982976,1.1332020997375327,4,"[0.31957345799310133, 0.09895712501020171, 0.122547333012335, 0.11583770799916238]"
"Intersection[Smile, Map(Intersection[MouthOpen, Smile], MouthOpen, GetRight)]",wedding,standard,SampleSy,True,0.587046458007535,0.3603472909890115,95,1,336,1351,9.659511472982976,1.1332020997375327,2,"[0.3280344170052558, 0.03221741699962877]"
"Map(IsObject(Tie), IsObject(Face), GetAbove)",wedding,standard,SampleSy,True,0.796080832980806,0.07255858299322426,9,1,336,1351,9.659511472982976,1.1332020997375327,3,"[0.049672249995637685, 0.015974833979271352, 0.006725375016685575]"
"Union[IsObject(Suit), IsObject(Tie), IsObject(Wedding Gown)]",wedding,standard,SampleSy,FAIL,0.7347414160030894,0.18449358298676088,33,4,336,1351,9.659511472982976,1.1332020997375327,1,[0.18441787498886697]
"Map(IsObject(Bride), Smile, GetAbove)",wedding,standard,SampleSy,True,0.7690509170060977,0.566511500015622,52,12,336,1351,9.659511472982976,1.1332020997375327,2,"[0.2958558330137748, 0.13502858302672394]"
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",festival,standard,SampleSy,False,0.730776541022351,0.2583023339975625,28,1,338,1525,13.528524590163935,1.1565137130801688,3,"[0.19715066699427553, 0.03502212499734014, 0.025963082996895537]"
"Map(IsObject(Microphone), IsObject(Face), GetAbove)",festival,standard,SampleSy,True,0.6555934579810128,0.7096288329921663,415,5,338,1525,13.528524590163935,1.1565137130801688,3,"[0.31200387500575744, 0.29221441701520234, 0.05744500001310371]"
"Map(IsObject(Guitar), Map(IsObject(Microphone), IsObject(Face), GetAbove), GetAbove)",festival,standard,SampleSy,True,0.7803818749962375,0.16688799997791648,19,1,338,1525,13.528524590163935,1.1565137130801688,4,"[0.09721612499561161, 0.04010087499045767, 0.018907500023487955, 0.010492957982933149]"
"Map(IsObject(Microphone), Smile, GetAround)",festival,standard,SampleSy,True,0.5967932500061579,0.5543429590179585,98,10,338,1525,13.528524590163935,1.1565137130801688,2,"[0.26750658301170915, 0.1308557079755701]"
"Union[IsObject(Speaker), IsObject(Microphone), IsObject(Guitar)]",festival,standard,SampleSy,FAIL,0.6821372080012225,0.30466641701059416,460,4,338,1525,13.528524590163935,1.1565137130801688,2,"[0.2958210829820018, 0.00869474999490194]"
"Map(IsObject(Person), IsObject(Bicycle), GetBelow)",cars,standard,SampleSy,FAIL,0.5486988330085296,0.25554945901967585,655,4,116,616,15.217532467532468,1.1502403846153846,2,"[0.12483241700101644, 0.1305965420033317]"
"Map(IsObject(Bicycle), IsObject(Car), GetNotAround)",cars,standard,SampleSy,True,0.527552082989132,8.616602281108499e-05,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(Smile, IsObject(Bicycle), GetBelow)",cars,standard,SampleSy,True,0.623477749992162,0.4060101250070147,598,1,116,616,15.217532467532468,1.1502403846153846,6,"[0.13678666698979214, 0.1283523750025779, 0.08621795900398865, 0.030916666000848636, 0.016591291001532227, 0.006988958019064739]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",cars,standard,SampleSy,FAIL,0.7994190420140512,0.00588495799456723,4,4,116,616,15.217532467532468,1.1502403846153846,1,[0.005838499986566603]
"Map(IsObject(Car), IsObject(Face), GetContains)",cars,standard,SampleSy,True,0.8647701670124661,0.3558344579942059,1775,7,116,616,15.217532467532468,1.1502403846153846,3,"[0.27014016700559296, 0.04234545800136402, 0.014694415993290022]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Car), IsObject(Face), GetContains))]",cars,standard,SampleSy,FAIL,0.612236999993911,0.8584620420006104,2322,4,116,616,15.217532467532468,1.1502403846153846,8,"[0.2772977080021519, 0.15965245899860747, 0.13535441699787043, 0.12809512499370612, 0.08415508398320526, 0.03254858299624175, 0.021894500008784235, 0.01930187499965541]"
"Union[IsObject(Bicycle), IsObject(Car)]",cars,standard,SampleSy,FAIL,0.5125986250059213,0.010326582996640354,4,4,116,616,15.217532467532468,1.1502403846153846,2,"[0.006994791008764878, 0.003213833988411352]"
"Map(IsObject(Hat), IsObject(Face), GetBelow)",cars,standard,SampleSy,True,0.9350166250078473,0.48805254098260775,74,27,116,616,15.217532467532468,1.1502403846153846,5,"[0.09266720799496397, 0.07689920801203698, 0.06651012497604825, 0.060135875013656914, 0.05474770799628459]"
"Map(IsObject(Car), IsObject(Bicycle), GetAround)",cars,CCE,SmartLabel,True,1.6231985829945188,39.6959870000137,98,7,116,602,15.217532467532468,1.1502403846153846,14,"[3.4405571249953937, 3.0832102920103353, 3.076634124998236, 3.9945314999786206, 2.6521134579961654, 2.6304260829929262, 2.6092139579996, 2.5922996250155848, 2.5888498749991413, 2.5628105420037173, 1.4597010839788709, 1.4836263329780195, 3.436879459011834, 3.40459833299974]"
"Map(IsObject(Guitar), IsObject(Microphone), GetAround)",festival,CCE,SmartLabel,True,1.5496811250050087,23.644177999987733,264,6,338,1521,13.528524590163935,1.1565137130801688,4,"[8.5670902080019, 9.779757625015918, 2.7166487910144497, 1.2291382080002222]"
"Union[IsObject(Face), IsObject(Person)]",festival,CCE,SmartLabel,True,18.351612792001106,29.42161220900016,1049,2,338,1523,13.528524590163935,1.1565137130801688,3,"[25.211131332995137, 2.6804509999928996, 1.1810360420204233]"
"Map(IsObject(Suit), IsObject(Bride), GetLeft)",wedding,CCE,SmartLabel,True,1.5731527500029188,13.83220808400074,1189,2,336,1342,9.659511472982976,1.1332020997375327,10,"[5.977266583009623, 2.6772703749884386, 1.4756556670181453, 0.6011540000035893, 0.5247976249956992, 0.45524974999716505, 0.6212219170120079, 0.6877290410047863, 0.6865988750068936, 0.12424454200663604]"
"Map(Map(IsObject(Bride), IsObject(Face), GetAbove), IsObject(Suit), GetNotAround)",wedding,CCE,SmartLabel,True,1.8207839579845313,21.04414412501501,102,1,336,1347,9.659511472982976,1.1332020997375327,6,"[11.415534125000704, 4.274426207994111, 2.519508041004883, 1.1242802079941612, 0.9411399590026122, 0.6235103749786504]"
"Map(IsObject(Face), IsObject(Glasses), GetContains)",wedding,CCE,SmartLabel,True,2.040659834019607,22.314798040984897,883,11,336,1346,9.659511472982976,1.1332020997375327,5,"[6.8994610410009045, 6.320127875020262, 3.7948690000048373, 2.261762209003791, 2.212324416002957]"
"Intersection[IsObject(Person), Complement(Map(IsObject(Glasses), IsObject(Person), GetIsContained))]",wedding,CCE,SmartLabel,False,2.004120958998101,19.036842000001343,953,1,336,1348,9.659511472982976,1.1332020997375327,3,"[12.074450667016208, 6.295516624988522, 0.3756562079943251]"
"Map(MouthOpen, MouthOpen, GetRight)",wedding,CCE,SmartLabel,True,1.3007458330248483,34.02263745799428,91,11,336,1344,9.659511472982976,1.1332020997375327,9,"[7.203487457998563, 3.2835158329980914, 2.2961344579816796, 2.1040937499783468, 2.375373791990569, 2.9624809579981957, 3.741025916999206, 3.7515415839734487, 4.234872708009789]"
"Intersection[Smile, Map(Intersection[MouthOpen, Smile], MouthOpen, GetRight)]",wedding,CCE,SmartLabel,True,1.2923118330072612,14.5845309169963,208,1,336,1347,9.659511472982976,1.1332020997375327,4,"[7.212878708989592, 4.279681041982258, 2.140962541976478, 0.7114559580222704]"
"Map(IsObject(Tie), IsObject(Face), GetAbove)",wedding,CCE,SmartLabel,True,7.045428874989739,21.540375167009188,108,1,336,1345,9.659511472982976,1.1332020997375327,7,"[15.331092125008581, 3.0382960000133608, 1.2782427500060294, 0.6194444169814233, 0.5112919159873854, 0.32560645800549537, 0.3758357919869013]"
"Union[IsObject(Suit), IsObject(Tie), IsObject(Wedding Gown)]",wedding,CCE,SmartLabel,True,2.376166458008811,21.279564083000878,140,1,336,1347,9.659511472982976,1.1332020997375327,4,"[8.31698483400396, 5.270633042004192, 3.8787316660163924, 3.7403321670135483]"
"Map(IsObject(Bride), Smile, GetAbove)",wedding,CCE,SmartLabel,True,2.206418791989563,22.95554645897937,168,12,336,1347,9.659511472982976,1.1332020997375327,4,"[8.190616582985967, 6.989392290997785, 4.018796458985889, 1.6277247500256635]"
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",festival,CCE,SmartLabel,True,2.2666451660043094,27.950150999997277,881,4,338,1520,13.528524590163935,1.1565137130801688,5,"[11.444527957995888, 10.759741792018758, 2.854825292015448, 1.0258476249873638, 0.9153257499856409]"
"Map(IsObject(Microphone), IsObject(Face), GetAbove)",festival,CCE,SmartLabel,True,1.2814179999986663,51.51794262501062,418,5,338,1519,13.528524590163935,1.1565137130801688,7,"[10.665960791986436, 9.259295374999056, 9.950155291007832, 6.617113665997749, 1.4688489160034806, 6.641625416988973, 6.169609290984226]"
"Map(IsObject(Guitar), Map(IsObject(Microphone), IsObject(Face), GetAbove), GetAbove)",festival,CCE,SmartLabel,True,2.211135124991415,6.358308666996891,20,1,338,1521,13.528524590163935,1.1565137130801688,4,"[3.4150825420219917, 1.424919583980227, 0.8439369580009952, 0.5583188330056146]"
"Map(IsObject(Microphone), Smile, GetAround)",festival,CCE,SmartLabel,True,1.2893886249803472,23.63977891698596,164,10,338,1522,13.528524590163935,1.1565137130801688,3,"[8.397820250014775, 8.185498958016979, 3.647718457999872]"
"Union[IsObject(Speaker), IsObject(Microphone), IsObject(Guitar)]",festival,CCE,SmartLabel,True,2.188469582994003,14.039274042006582,478,1,338,1524,13.528524590163935,1.1565137130801688,2,"[8.55688525000005, 5.386166540993145]"
"Map(IsObject(Person), IsObject(Bicycle), GetBelow)",cars,CCE,SmartLabel,True,1.1024396250140853,37.89831883399165,655,4,116,604,15.217532467532468,1.1502403846153846,12,"[3.8357087500044145, 4.873180249996949, 3.3684790420229547, 4.784416792012053, 4.553210791986203, 3.6099104580061976, 4.055971666995902, 3.7825629579892848, 1.0916452080127783, 0.7742014169925824, 0.9856578340113629, 1.9223803339991719]"
"Map(IsObject(Bicycle), IsObject(Car), GetNotAround)",cars,CCE,SmartLabel,True,1.051186416996643,11.226286958000856,878,1,116,613,15.217532467532468,1.1502403846153846,3,"[3.976746792002814, 3.6573496670171153, 3.5552810420049354]"
"Map(Smile, IsObject(Bicycle), GetBelow)",cars,CCE,SmartLabel,True,1.3916038750030566,54.8297126670077,642,1,116,595,15.217532467532468,1.1502403846153846,21,"[3.789995875005843, 3.543054250010755, 4.282612207985949, 4.04086224999628, 2.0295860829937737, 1.6557639579987153, 1.804721791006159, 1.696967791998759, 1.7813907920208294, 2.4116549160098657, 2.7897357079782523, 2.2951534589810763, 2.306968124990817, 4.426881207997212, 4.448699999978999, 4.299991084000794, 2.4186405829968862, 2.4041637080081273, 1.1855216670082882, 0.7878896670008544, 0.40153662499506027]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",cars,CCE,SmartLabel,True,3.44610966698383,4.710497124993708,650,1,116,613,15.217532467532468,1.1502403846153846,3,"[3.736487832997227, 0.5448461250052787, 0.3733336250006687]"
"Map(IsObject(Car), IsObject(Face), GetContains)",cars,CCE,SmartLabel,True,2.2693161659990437,14.450033084023744,1856,7,116,608,15.217532467532468,1.1502403846153846,8,"[4.7865026670042425, 4.988111042010132, 1.9840686250245199, 1.1215716250007972, 0.5291325830039568, 0.7258285830030218, 0.2598785420123022, 0.02752320800209418]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Car), IsObject(Face), GetContains))]",cars,CCE,SmartLabel,True,1.6749489160138182,9.52142795798136,2466,1,116,614,15.217532467532468,1.1502403846153846,2,"[4.596038250019774, 4.840259791992139]"
"Union[IsObject(Bicycle), IsObject(Car)]",cars,CCE,SmartLabel,True,1.0614304160117172,6.7753465000132564,134,1,116,611,15.217532467532468,1.1502403846153846,5,"[6.077272249996895, 0.25459029199555516, 0.16668575000949204, 0.12241804099176079, 0.13108075002674013]"
"Map(IsObject(Hat), IsObject(Face), GetBelow)",cars,CCE,SmartLabel,True,2.4721915000118315,75.76505329099018,1901,27,116,605,15.217532467532468,1.1502403846153846,11,"[4.8510061250126455, 4.055392500013113, 4.048475290997885, 2.9326367500179913, 3.011964417004492, 4.801897166995332, 5.233948457986116, 14.584165582986316, 17.097152000002097, 7.488165750022745, 6.545530542003689]"
