GT Program,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,Time Per Round
"Intersection[IsObject(Face), Complement(Smile)]",wedding,standard,LearnSy,True,1.1399002498947084,72.36112887505442,4913,1,336,1351,9.659511472982976,1.1332020997375327,4,"[3.0221537922043353, 2.139186999993399, 0.017158875009045005, 0.00985095789656043]"
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",wedding,standard,LearnSy,FAIL,2.2710402079392225,72.45776933408342,3206,4,336,1351,9.659511472982976,1.1332020997375327,3,"[3.3594898749142885, 1.645960042020306, 0.21319287503138185]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",wedding,standard,LearnSy,True,1.199179207906127,71.05372504191473,1,1,336,1351,9.659511472982976,1.1332020997375327,0,[]
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",wedding,standard,LearnSy,FAIL,1.1860529170371592,89.14517929195426,1875,4,336,1351,9.659511472982976,1.1332020997375327,11,"[3.155760249821469, 3.034197707893327, 3.2258476251736283, 3.218864625087008, 3.146610958967358, 3.1604591249488294, 0.11959583288989961, 0.09583574999123812, 0.07057183305732906, 0.07000808301381767, 0.06942962482571602]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",wedding,standard,LearnSy,FAIL,1.2395774580072612,75.07347245886922,4034,4,336,1351,9.659511472982976,1.1332020997375327,7,"[3.1481815001461655, 3.0098499588202685, 1.6122127501294017, 0.018049457808956504, 0.006793083855882287, 0.006427458021789789, 0.006628792034462094]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",wedding,standard,LearnSy,FAIL,1.4426166249904782,74.2182759582065,97,4,336,1351,9.659511472982976,1.1332020997375327,2,"[3.2499903340358287, 0.005148167023435235]"
"Union[IsObject(Car), IsObject(Bicycle)]",cars,standard,LearnSy,False,0.8734727499540895,194.4233973750379,2,1,116,616,15.217532467532468,1.1502403846153846,1,[0.007694625062867999]
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",cars,standard,LearnSy,True,1.3910023330245167,185.18863633391447,130,8,116,616,15.217532467532468,1.1502403846153846,11,"[0.502658249810338, 0.024856458185240626, 0.020335332956165075, 0.020889250095933676, 0.020904582925140858, 0.02057962492108345, 0.02062475006096065, 0.020676083164289594, 0.020361667033284903, 0.020364125026389956, 0.020343958167359233]"
"Map(IsObject(Car), IsObject(Face), GetContains)",cars,standard,LearnSy,True,1.5355990419629961,193.6075444999151,3120,14,116,616,15.217532467532468,1.1502403846153846,67,"[1.276313333073631, 0.23806462483480573, 0.18579720798879862, 0.17967641609720886, 0.18003816693089902, 0.18006795807741582, 0.1773425410501659, 0.17679895786568522, 0.17605095892213285, 0.16286200005561113, 0.16534104105085135, 0.16067262482829392, 0.15793049987405539, 1.6340403750073165, 0.15388995804823935, 0.15220233402214944, 0.15067708282731473, 0.1496066669933498, 0.14914545789361, 0.14783766609616578, 0.1477648331783712, 0.1461289580911398, 0.14508499996736646, 0.14351750002242625, 0.14263524999842048, 0.1418683750089258, 0.1407403328921646, 0.1401892090216279, 0.13911954103969038, 0.1405257908627391, 0.1372567501384765, 0.13555733300745487, 0.13484425004571676, 0.13380520790815353, 0.13265616679564118, 0.1315197499934584, 0.13123825006186962, 0.12920654215849936, 0.12860162509605289, 0.12767579196952283, 0.12684949999675155, 0.1258906670846045, 0.12511283298954368, 0.12356974999420345, 0.12272224994376302, 0.121641332982108, 0.12228916585445404, 0.12007554201409221, 0.11973920790478587, 0.11845929198898375, 0.11696370784193277, 0.11686204210855067, 0.11528766597621143, 0.11389074986800551, 0.11306612496264279, 0.11208166717551649, 0.11145325005054474, 0.10983858397230506, 0.1083487921860069, 0.10771324997767806, 0.10670858412049711, 0.10595795791596174, 0.1050036249216646, 0.10576750012114644, 0.10338520794175565, 0.10196300013922155, 0.10095850005745888]"
Complement(IsObject(Car)),cars,standard,LearnSy,FAIL,1.0263999169692397,190.42440037499182,91,4,116,616,15.217532467532468,1.1502403846153846,1,[1.1635050419718027]
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",cars,standard,LearnSy,True,1.3629124159924686,192.87708466709591,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",cars,standard,LearnSy,FAIL,1.0512932918500155,183.77239850000478,74,4,116,616,15.217532467532468,1.1502403846153846,9,"[0.7986021668184549, 0.24825399997644126, 0.18679958302527666, 0.1474995408207178, 0.11988550005480647, 0.11910550016909838, 0.11869804095476866, 0.11745833395980299, 0.11878324998542666]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",cars,standard,LearnSy,True,1.5571784160565585,191.14513470907696,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Person), IsObject(Car), GetIsContained)",cars,standard,LearnSy,FAIL,1.3199127500411123,193.0702327080071,87,4,116,616,15.217532467532468,1.1502403846153846,19,"[0.6124962919857353, 0.06750295800156891, 0.05790308304131031, 0.05779116693884134, 0.04443504195660353, 0.04442758299410343, 0.0434383328538388, 0.04168466688133776, 0.04021025006659329, 0.040000292006880045, 1.0126426671631634, 0.04308449989184737, 0.043075333116576076, 0.042352707823738456, 0.0426488749217242, 0.04204845800995827, 0.0425610828679055, 0.0422773330938071, 0.04244662495329976]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",cars,standard,LearnSy,False,1.0628172911237925,183.03849091683514,1383,1,116,616,15.217532467532468,1.1502403846153846,2,"[1.3504452500492334, 0.3638902090024203]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",cars,standard,LearnSy,FAIL,1.299360667122528,178.94502095808275,1150,4,116,616,15.217532467532468,1.1502403846153846,1,[1.8084849170409143]
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",cars,standard,LearnSy,FAIL,1.0588846248574555,190.93545208405703,1465,4,116,616,15.217532467532468,1.1502403846153846,2,"[1.4790951670147479, 0.19567133393138647]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",cars,standard,LearnSy,FAIL,1.0575751250144094,196.4149962090887,199,4,116,616,15.217532467532468,1.1502403846153846,1,[1.7914335830137134]
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",cars,standard,LearnSy,FAIL,1.421627040952444,186.21610887511633,3597,4,116,616,15.217532467532468,1.1502403846153846,3,"[1.194656000006944, 1.0286487501580268, 1.212829250143841]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",cars,standard,LearnSy,FAIL,1.651536458870396,190.99031124985777,1346,4,116,616,15.217532467532468,1.1502403846153846,1,[1.58582687494345]
"Union[IsObject(Cat), IsObject(Face)]",cats,standard,LearnSy,True,0.29540199995972216,23.157316792057827,102,1,510,1061,2.4373232799245996,1.2250816993464053,1,[9.727991334162652]
"Union[IsObject(Cat), EyesOpen]",cats,standard,LearnSy,True,0.37246258300729096,26.31369400001131,102,1,510,1061,2.4373232799245996,1.2250816993464053,1,[9.594423749949783]
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",cats,standard,LearnSy,False,0.3159843748435378,91.93307362496853,96,1,510,1061,2.4373232799245996,1.2250816993464053,8,"[9.606172166997567, 9.586746250046417, 9.263029500143602, 9.323004374979064, 9.241719000041485, 9.565135166980326, 9.567043917020783, 9.210580582963303]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",cats,standard,LearnSy,True,0.5452281669713557,16.74537904188037,1,1,510,1061,2.4373232799245996,1.2250816993464053,0,[]
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",festival,standard,LearnSy,FAIL,1.263819833053276,42.25311820884235,5700,4,338,1525,13.528524590163935,1.1565137130801688,4,"[3.5337613341398537, 1.098541415994987, 1.1152189578860998, 1.1156806249637157]"
"Union[IsObject(Guitar), Map(IsObject(Guitar), IsObject(Face), GetAbove)]",festival,standard,LearnSy,FAIL,1.3801832920871675,33.07238487503491,28,4,338,1525,13.528524590163935,1.1565137130801688,3,"[1.4136153331492096, 0.3190504580270499, 0.31819591601379216]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Guitar), IsObject(Face), GetAbove))]",festival,standard,LearnSy,True,1.5567570000421256,35.527315749786794,3293,1,338,1525,13.528524590163935,1.1565137130801688,1,[4.646303083980456]
"Map(Union[IsObject(Glasses), Smile, EyesOpen], IsObject(Person), GetBelow)",wedding,standard,SampleSy,False,1.2416475410573184,0.35358541714958847,611,1,336,1351,9.659511472982976,1.1332020997375327,1,[0.3534522920381278]
"Union[Map(IsObject(Bride), IsObject(Face), GetRight), Map(IsObject(Bride), IsObject(Face), GetLeft)]",wedding,standard,SampleSy,True,1.7335014580748975,0.03659441717900336,5,1,336,1351,9.659511472982976,1.1332020997375327,1,[0.036498457891866565]
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetAbove)]",wedding,standard,SampleSy,True,1.1258575001265854,0.43868204206228256,44,6,336,1351,9.659511472982976,1.1332020997375327,3,"[0.21617050003260374, 0.06636675004847348, 0.0858849580399692]"
"Map(IsObject(Face), IsObject(Face), GetAbove)",wedding,standard,SampleSy,True,1.446562500204891,1.7363320000004023,438,14,336,1351,9.659511472982976,1.1332020997375327,8,"[0.37955450010485947, 0.31551375007256866, 0.29299320792779326, 0.13450220809318125, 0.11938379216007888, 0.10816195816732943, 0.09773558285087347, 0.09594766702502966]"
"Intersection[Complement(Smile), Map(IsObject(Face), IsObject(Face), GetAbove)]",wedding,standard,SampleSy,True,1.3265777500346303,0.31859233300201595,46,1,336,1351,9.659511472982976,1.1332020997375327,3,"[0.2853492081630975, 0.023211791878566146, 0.009921333054080606]"
"Intersection[Map(IsObject(Face), IsObject(Face), GetRight), Map(IsObject(Face), IsObject(Face), GetLeft)]",wedding,standard,SampleSy,True,1.1401143749244511,8.345907554030418e-05,1,1,336,1351,9.659511472982976,1.1332020997375327,0,[]
"Intersection[Smile, EyesOpen]",wedding,standard,SampleSy,True,1.108603874919936,5.772767250193283,9801,9,336,1351,9.659511472982976,1.1332020997375327,10,"[1.091745417099446, 0.6365261250175536, 0.6720662920270115, 0.6781599170062691, 0.7037902919109911, 0.7728857500478625, 0.8040207498706877, 0.09384412504732609, 0.07816949998959899, 0.12948133400641382]"
"Intersection[IsObject(Face), Complement(Intersection[Smile, EyesOpen])]",wedding,standard,SampleSy,True,1.5523076669778675,9.262491948902607e-05,1,1,336,1351,9.659511472982976,1.1332020997375327,0,[]
"Intersection[Smile, EyesOpen, Complement(MouthOpen)]",wedding,standard,SampleSy,True,1.5469422079622746,7.070880383253098e-05,1,1,336,1351,9.659511472982976,1.1332020997375327,0,[]
"Union[Map(IsObject(Bride), IsObject(Face), GetAbove), Map(IsObject(Suit), IsObject(Face), GetAbove)]",wedding,standard,SampleSy,FAIL,1.9439772909972817,0.018449292052537203,3,4,336,1351,9.659511472982976,1.1332020997375327,1,[0.018395874882116914]
"Intersection[IsObject(Face), Complement(Smile)]",wedding,standard,SampleSy,True,1.0753366248682141,0.8293557909782976,4913,1,336,1351,9.659511472982976,1.1332020997375327,3,"[0.6199953749310225, 0.1841483328025788, 0.025080374907702208]"
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",wedding,standard,SampleSy,FAIL,2.1457832080777735,0.7275329160038382,3206,4,336,1351,9.659511472982976,1.1332020997375327,2,"[0.6028452499303967, 0.12459166604094207]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",wedding,standard,SampleSy,True,1.1199904170352966,6.77499920129776e-05,1,1,336,1351,9.659511472982976,1.1332020997375327,0,[]
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",wedding,standard,SampleSy,True,1.0952357919886708,2.0629477500915527,1875,1,336,1351,9.659511472982976,1.1332020997375327,4,"[0.4136070830281824, 0.5240580409299582, 0.5457661249674857, 0.5793011670466512]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",wedding,standard,SampleSy,True,1.1099068750627339,0.6926766249816865,4034,1,336,1351,9.659511472982976,1.1332020997375327,4,"[0.5986493329983205, 0.06086512515321374, 0.020543457940220833, 0.012488250155001879]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",wedding,standard,SampleSy,True,1.3218602500855923,0.2828717918600887,97,1,336,1351,9.659511472982976,1.1332020997375327,1,[0.28274912503547966]
"Union[IsObject(Car), IsObject(Bicycle)]",cars,standard,SampleSy,False,0.8677047500386834,0.002778667025268078,2,1,116,616,15.217532467532468,1.1502403846153846,1,[0.0026856251060962677]
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",cars,standard,SampleSy,True,1.3798073749057949,0.19026833306998014,130,8,116,616,15.217532467532468,1.1502403846153846,2,"[0.11106379213742912, 0.045388874830678105]"
"Map(IsObject(Car), IsObject(Face), GetContains)",cars,standard,SampleSy,True,1.3427533749490976,0.7453707908280194,3120,14,116,616,15.217532467532468,1.1502403846153846,4,"[0.33759545790962875, 0.2672676669899374, 0.03873491589911282, 0.03304833290167153]"
Complement(IsObject(Car)),cars,standard,SampleSy,FAIL,1.0210243749897927,0.0999356668908149,91,4,116,616,15.217532467532468,1.1502403846153846,1,[0.09962808294221759]
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",cars,standard,SampleSy,True,1.3575629577971995,0.00017204205505549908,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",cars,standard,SampleSy,True,0.998026667162776,0.24371945788152516,74,1,116,616,15.217532467532468,1.1502403846153846,4,"[0.15178774995729327, 0.07305424986407161, 0.01343962480314076, 0.005280166864395142]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",cars,standard,SampleSy,True,1.4621539998333901,0.0001203340943902731,1,1,116,616,15.217532467532468,1.1502403846153846,0,[]
"Map(IsObject(Person), IsObject(Car), GetIsContained)",cars,standard,SampleSy,True,1.2641421670559794,0.2923817499540746,87,24,116,616,15.217532467532468,1.1502403846153846,2,"[0.11139808385632932, 0.048075374914333224]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",cars,standard,SampleSy,True,1.0625895420089364,0.22489904100075364,1383,1,116,616,15.217532467532468,1.1502403846153846,2,"[0.1807644588407129, 0.04390237480401993]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",cars,standard,SampleSy,FAIL,1.3147171249147505,0.32177408412098885,1150,4,116,616,15.217532467532468,1.1502403846153846,2,"[0.16146125015802681, 0.16016666614450514]"
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",cars,standard,SampleSy,FAIL,1.050896167056635,0.1804032081272453,1465,4,116,616,15.217532467532468,1.1502403846153846,1,[0.18028879188932478]
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",cars,standard,SampleSy,FAIL,1.0370452080387622,0.11729537509381771,199,4,116,616,15.217532467532468,1.1502403846153846,1,[0.11720579187385738]
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",cars,standard,SampleSy,True,1.455777999944985,1.4986482500098646,3597,1,116,616,15.217532467532468,1.1502403846153846,6,"[0.38089799997396767, 0.3073920828755945, 0.3989158340264112, 0.39679016708396375, 0.008140417048707604, 0.006165666971355677]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",cars,standard,SampleSy,True,1.7197959581390023,0.3193544999230653,1346,1,116,616,15.217532467532468,1.1502403846153846,3,"[0.18424262502230704, 0.1248333330731839, 0.010033875005319715]"
"Union[IsObject(Cat), IsObject(Face)]",cats,standard,SampleSy,True,0.2984114170540124,0.6145447499584407,102,1,510,1061,2.4373232799245996,1.2250816993464053,2,"[0.3120937088970095, 0.30234041693620384]"
"Union[IsObject(Cat), EyesOpen]",cats,standard,SampleSy,True,0.2979689589701593,0.5925832078792155,102,1,510,1061,2.4373232799245996,1.2250816993464053,1,[0.5925080829765648]
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",cats,standard,SampleSy,False,0.29847537516616285,1.6506153750233352,96,1,510,1061,2.4373232799245996,1.2250816993464053,2,"[0.6472440001089126, 1.003262541955337]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",cats,standard,SampleSy,True,0.5103303750511259,7.333303801715374e-05,1,1,510,1061,2.4373232799245996,1.2250816993464053,0,[]
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",festival,standard,SampleSy,True,1.2433133330196142,2.554860125062987,5700,30,338,1525,13.528524590163935,1.1565137130801688,8,"[0.7437107500154525, 0.30125120794400573, 0.20894808298908174, 0.2173692500218749, 0.16042691585607827, 0.14652262488380075, 0.1407685000449419, 0.3545659580267966]"
"Union[IsObject(Guitar), Map(IsObject(Guitar), IsObject(Face), GetAbove)]",festival,standard,SampleSy,True,1.2583338748663664,0.2690423340536654,28,13,338,1525,13.528524590163935,1.1565137130801688,1,[0.14800579217262566]
"Intersection[IsObject(Face), Complement(Map(IsObject(Guitar), IsObject(Face), GetAbove))]",festival,standard,SampleSy,True,1.6924409170169383,0.5332911249715835,3293,1,338,1525,13.528524590163935,1.1565137130801688,1,[0.5330142499879003]
"Map(Union[IsObject(Glasses), Smile, EyesOpen], IsObject(Person), GetBelow)",wedding,CCE,SmartLabel,True,2.7296452501323074,47.41408762498759,1999,1,336,1345,9.659511472982976,1.1332020997375327,7,"[6.90755720785819, 6.596499375067651, 6.830873917089775, 6.220950957853347, 6.1019347498659045, 7.216785166878253, 7.362510167062283]"
"Union[Map(IsObject(Bride), IsObject(Face), GetRight), Map(IsObject(Bride), IsObject(Face), GetLeft)]",wedding,CCE,SmartLabel,True,4.708983124932274,14.547620750032365,697,1,336,1348,9.659511472982976,1.1332020997375327,3,"[10.627300291089341, 3.173055750085041, 0.6232827079948038]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetAbove)]",wedding,CCE,SmartLabel,True,2.0940973330289125,344.5430608331226,45,6,336,1236,9.659511472982976,1.1332020997375327,115,"[4.94621791690588, 0.7995636670384556, 0.8543670831713825, 0.7954871249385178, 0.7953577500302345, 0.8056847499683499, 0.8168914581183344, 0.8584430417977273, 0.8514652498997748, 0.8467641249299049, 0.8583702079486102, 0.8552029998973012, 1.1306788329966366, 1.1281399999279529, 1.1438630418851972, 1.1453727919142693, 1.1456220829859376, 1.2266865419223905, 1.3166914999019355, 1.3148014158941805, 1.3178553751204163, 1.4306907919235528, 1.43339250003919, 1.4382067080587149, 1.4619271669071168, 1.458474291022867, 1.4641314998734742, 1.463228166103363, 1.4864881671965122, 1.4640704998746514, 1.4653251669369638, 1.4629354160279036, 1.4700809579808265, 1.4707714170217514, 1.4747726249042898, 1.496366749983281, 1.476608542026952, 1.509090666892007, 1.5191951249726117, 1.5995479999110103, 1.6053351250011474, 1.6109422920271754, 1.6055770840030164, 1.6455565828364342, 1.6701851249672472, 1.788767624879256, 1.99489412503317, 2.0294482079334557, 2.1688527499791235, 2.454165541799739, 2.4601836670190096, 2.6602486250922084, 2.6865495829842985, 2.6850891660433263, 2.7798104588873684, 2.815288000041619, 2.800581166986376, 2.835364291910082, 2.9577048330102116, 4.068177874898538, 4.087991290958598, 4.109002624871209, 4.098957667127252, 4.094382707960904, 4.093427666928619, 4.163398667005822, 4.268306249985471, 4.338610165985301, 4.324971708003432, 4.480937832966447, 4.476314666913822, 4.510756916133687, 4.519500625086948, 4.620654917089269, 4.984231875045225, 4.9612194169312716, 4.959152082912624, 4.975601708050817, 4.9663424589671195, 6.052920666988939, 6.067038417095318, 6.08438237500377, 5.948230541078374, 5.902892458019778, 6.573988042073324, 6.589841000037268, 6.569258915958926, 6.580663957865909, 6.562212917022407, 5.496781582944095, 5.533173791132867, 5.53773416695185, 6.1042845831252635, 6.081960625015199, 6.085263000102714, 6.073033291846514, 6.059004749869928, 4.540607917122543, 4.3385617500171065, 4.338160875020549, 4.375398874981329, 4.31230245786719, 3.829943499993533, 3.341711707878858, 3.0010447499807924, 2.9483519999776036, 2.917249416001141, 2.8896607500500977, 2.8660669589880854, 2.2742546249646693, 2.047069458058104, 0.6959871659055352, 0.33275599987246096, 0.18118058308027685, 0.05102645815350115]"
"Map(IsObject(Face), IsObject(Face), GetAbove)",wedding,CCE,SmartLabel,True,4.760968416929245,89.09837837493978,471,16,336,1332,9.659511472982976,1.1332020997375327,19,"[7.3896483751013875, 6.488064208999276, 4.349009708035737, 5.0047865838278085, 4.996551749994978, 4.8269095830619335, 4.859697417123243, 4.703978957841173, 4.690315916901454, 4.966818791814148, 5.160220000194386, 4.8430556249804795, 4.843924832995981, 3.4522000830620527, 3.388312208931893, 3.9206692499574274, 3.9173837080597878, 3.8355121668428183, 2.081561916973442]"
"Intersection[Complement(Smile), Map(IsObject(Face), IsObject(Face), GetAbove)]",wedding,CCE,SmartLabel,True,2.7109553748741746,8.480297124944627,47,1,336,1348,9.659511472982976,1.1332020997375327,3,"[6.833698333939537, 1.052688250085339, 0.4138553747907281]"
"Intersection[Map(IsObject(Face), IsObject(Face), GetRight), Map(IsObject(Face), IsObject(Face), GetLeft)]",wedding,CCE,SmartLabel,True,2.8205892918631434,1.3616322500165552,6,1,336,1350,9.659511472982976,1.1332020997375327,1,[1.1318795830011368]
"Intersection[Smile, EyesOpen]",wedding,CCE,SmartLabel,True,3.2182914591394365,84.78384170797653,10448,11,336,1340,9.659511472982976,1.1332020997375327,12,"[11.328617958119139, 11.119565583067015, 3.5363850828725845, 2.868633749894798, 2.853381957858801, 2.76064395904541, 2.7002978750970215, 2.3945634169504046, 2.3091806250158697, 12.178868499817327, 12.892357083037496, 15.889555958099663]"
"Intersection[IsObject(Face), Complement(Intersection[Smile, EyesOpen])]",wedding,CCE,SmartLabel,True,4.460100667085499,13.763357915915549,619,1,336,1347,9.659511472982976,1.1332020997375327,4,"[11.968236208893359, 0.7351025422103703, 0.49252675008028746, 0.4052162498701364]"
"Intersection[Smile, EyesOpen, Complement(MouthOpen)]",wedding,CCE,SmartLabel,True,3.856649792054668,0.17262537498027086,1,1,336,1351,9.659511472982976,1.1332020997375327,0,[]
"Union[Map(IsObject(Bride), IsObject(Face), GetAbove), Map(IsObject(Suit), IsObject(Face), GetAbove)]",wedding,CCE,SmartLabel,True,5.020630000159144,19.864276041975245,244,1,336,1349,9.659511472982976,1.1332020997375327,2,"[9.8698729169555, 9.876944541931152]"
"Intersection[IsObject(Face), Complement(Smile)]",wedding,CCE,SmartLabel,True,2.700840959092602,8.712264833040535,5159,1,336,1349,9.659511472982976,1.1332020997375327,2,"[8.240228583104908, 0.3751298750285059]"
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",wedding,CCE,SmartLabel,True,5.719818666111678,37.173133708070964,4100,1,336,1348,9.659511472982976,1.1332020997375327,4,"[8.770611124811694, 9.217569333966821, 8.526510416995734, 10.523498499998823]"
