GT Program,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,# Label Questions,# Input Questions,Time Per Round
(length (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,4.307310624979436,79.03398995799944,487,6,100,443,7.330357142857143,2.5057471264367814,5,5,4,"[44.16560395801207, 24.999499749974348, 4.663968333043158, 2.9337988329934888, 2.003470499999821]"
(fold mult 1 (map (curry mult 7) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,2.516531875007786,32.97923954197904,70,10,100,445,7.330357142857143,2.5057471264367814,3,3,1,"[16.719875666953158, 8.065072665980551, 7.756999916979112]"
(length (filter (curry ge 4) (filter (curry le 8) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,3.051581540959887,56.92188812501263,206,2,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[39.09434012498241, 16.39314275002107, 1.3536250829929486]"
(fold max 0 (filter (curry le 2) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.49581291701179,30.0728881250252,104,26,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[22.826569915981963, 6.156098082952667]"
(fold plus 0 (filter (curry ge 8) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.7681510419934057,112.18751695804531,244,41,100,445,7.330357142857143,2.5057471264367814,4,3,3,"[41.99547054199502, 41.68726683402201, 17.65136579197133, 9.18840987503063]"
(fold max 0 (map (curry mult 2) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,6.972000082954764,139.1712921250146,1869,51,100,444,7.330357142857143,2.5057471264367814,4,4,4,"[46.521556166990194, 47.630236791970674, 29.66792916704435, 12.91586616600398]"
(fold max 0 (map (curry mult 2) (filter (curry ge 5) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,3.9199155420064926,53.76977779204026,675,2,100,444,7.330357142857143,2.5057471264367814,4,4,4,"[47.85552724997979, 3.4820669159526005, 1.7182410840177909, 0.6270352500141598]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.4322315839817747,109.54093287501018,3188,94,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[43.93178099999204, 41.94418029196095, 19.888665375008713]"
(fold mult 1 (map_imgs pred_int input-list)),,CCE,SmartLabel,True,11.021129334054422,82.24969291698653,270,31,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[44.445623375009745, 26.784647791995667, 9.591473792039324]"
(fold max 0 (map_imgs pred_int input-list)),,CCE,SmartLabel,True,6.493914125021547,144.32829033298185,2571,131,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[46.702124166011345, 46.002885750029236, 45.63344900001539]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,2.841618665959686,58.799978458031546,280,6,100,442,7.330357142857143,2.5057471264367814,6,6,4,"[43.450381125032436, 6.671108499984257, 3.4799707909696735, 1.908162874984555, 1.6072983340127394, 1.440816916001495]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,5.748191542050336,125.06320666603278,624,115,100,444,7.330357142857143,2.5057471264367814,4,4,2,"[42.85127016698243, 31.21854887495283, 23.6604970000335, 22.857325749995653]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,5.81999879196519,85.24463683302747,627,29,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[43.705269832978956, 27.711489417008124, 12.599158166965935]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,15.259362208016682,171.0229310829891,4818,7,100,442,7.330357142857143,2.5057471264367814,6,6,3,"[48.0038951250026, 41.66388441703748, 38.762382166984025, 38.165704749990255, 2.21662587497849, 1.88771599996835]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,2.538142165984027,9.762276166991796,38,19,100,447,7.330357142857143,2.5057471264367814,1,1,1,[8.900247875018977]
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,2.6933742499677464,56.250330417009536,220,17,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[46.47004341700813, 4.509419791982509, 4.487122666963842]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry plus 4) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,4.843379417026881,90.56413191603497,3111,1,100,443,7.330357142857143,2.5057471264367814,5,5,5,"[42.925141708983574, 40.44228120899061, 4.567446833010763, 1.870859541988466, 0.7126386670279317]"
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,4.3712861250387505,48.194657124986406,2828,1,100,444,7.330357142857143,2.5057471264367814,4,4,2,"[44.07416941598058, 2.662076957989484, 0.9008102910011075, 0.5127166659804061]"
(length (filter (curry ge 2) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.0770367499790154,101.01501487503992,482,71,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[41.42920304200379, 41.31928870797856, 15.445596040983219]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.6152890829835087,115.73760587500874,428,7,100,439,7.330357142857143,2.5057471264367814,9,9,3,"[50.30336895905202, 49.07351191597991, 2.80814262497006, 2.816370124986861, 2.02110791701125, 2.0240509170107543, 2.0919734589988366, 2.217002874996979, 2.038107124972157]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,16.610909999988507,718.9806874580099,1674,32,100,306,7.330357142857143,2.5057471264367814,149,142,50,"[48.27131775004091, 46.649796166981105, 40.82470416696742, 10.848426625016145, 7.5083969999686815, 7.4517096250201575, 7.464067334018182, 7.4847363329608925, 7.572696790972259, 7.575256666983478, 7.4859843329759315, 7.317564332974143, 7.4255145830102265, 7.587768791010603, 7.246724541008007, 7.524963750038296, 7.414883417019155, 7.350660124968272, 7.359695625025779, 7.157686999998987, 7.53783162496984, 7.385955166013446, 7.287444000015967, 7.434406500018667, 7.273456374998204, 7.207348709052894, 6.7582053749938495, 6.74348733399529, 6.969575375027489, 7.0120052909478545, 6.976343750022352, 6.098228749993723, 6.309285749972332, 5.390545375004876, 5.458056250005029, 5.5201338329934515, 6.213114666985348, 7.426164124975912, 7.027791125001386, 6.377013500023168, 6.245623999973759, 6.205123000021558, 6.370850707986392, 6.237575833045412, 6.340441417007241, 6.243956750025973, 5.982809416949749, 6.023272041988093, 6.034196249966044, 5.709652792022098, 5.715569833002519, 5.760829582985025, 5.774337957962416, 5.397285333019681, 5.285660375026055, 5.300741541956086, 5.650694374984596, 4.34736408299068, 3.889268124999944, 4.0015076249837875, 3.8161930419737473, 3.833837207988836, 3.6965089170262218, 3.782560374995228, 3.657981291995384, 3.6901197499828413, 3.327997417014558, 3.296152249968145, 3.4095021670218557, 3.319554290967062, 3.387655458005611, 3.425034916959703, 3.5458513339981437, 3.523036500031594, 3.2440192089998163, 3.207283499999903, 3.1998779579880647, 3.317627042008098, 3.397503249987494, 3.7955232500098646, 3.241317457985133, 3.6346068330458365, 3.416871750028804, 3.5557621250045486, 4.164079042035155, 4.3760604170383886, 3.670315041032154, 3.095977041986771, 3.1291882910300046, 3.1309701249701902, 3.426718082977459, 3.2462189170182683, 3.010299749963451, 3.065606082964223, 2.487047332979273, 2.507402582967188, 2.456058458017651, 2.552486124972347, 2.343161291035358, 2.1325563329737633, 2.0263324169791304, 2.0895533330040053, 2.2429795840289444, 2.048213083005976, 2.279183042002842, 2.187650208012201, 2.3161260000197217, 2.1427464580046944, 2.3982245409861207, 1.8974849579972215, 1.7399476660066284, 1.7635582499788143, 1.775332624965813, 1.7334433749783784, 1.7482727500027977, 2.0976024579722434, 1.912406417017337, 1.7735700409975834, 1.8874353749561124, 1.795447917014826, 1.9148000000277534, 1.7842616670532152, 1.5963645000010729, 1.6359061659895815, 1.6211804170161486, 1.5856861670035869, 1.611710541008506, 1.5518366660107858, 2.71871404198464, 1.6156801249599084, 1.551281291001942, 1.5372925419942476, 0.9225265419809148, 0.882570207992103, 0.8003037499729544, 0.9014674999634735, 0.8879879169980995, 0.8212505409610458, 0.6786609169794247, 0.7900307920062914, 0.7452101249946281, 0.7613809579634108, 0.7483106669969857, 0.8303207919816487, 0.775914040976204, 0.7453873330377974, 0.6615350419888273, 0.673181000049226, 0.6731664579710923]"
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,2.7701172920060344,55.407508666976355,193,58,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[39.84984462498687, 13.13485029200092]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,5.865989665966481,206.192562790995,1399,198,100,444,7.330357142857143,2.5057471264367814,4,4,4,"[49.51476379198721, 50.18624866602477, 50.91213604103541, 46.6985590410186]"
(length (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.4139043330214918,102.19399166700896,2853,59,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[45.9786491249688, 40.42787708400283, 13.408930292003788]"
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.1149605830432847,47.26629404100822,147,60,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[31.55839720799122, 13.123426375037525]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 2) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,8.413932333001867,117.37865250004688,837,1,100,444,7.330357142857143,2.5057471264367814,4,4,2,"[41.439592832990456, 42.7189887080458, 32.36995866702637, 0.7806272089947015]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,3.9724192910362035,14.136095500027295,39,1,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[9.48022295802366, 3.044599708984606, 1.5642231669626199]"
(fold plus 1 (map (curry max 8) (filter (curry ge 4) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,5.200915209017694,6.6467885409947485,26,1,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[6.127292749995831, 0.4755136659950949]"
(fold plus 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,13.96375616604928,100.13865179196,856,7,100,444,7.330357142857143,2.5057471264367814,4,4,2,"[52.71242091699969, 39.77692670898978, 4.694588250014931, 2.6239910000003874]"
(fold mult 1 (map (curry max 1) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,7.510434375028126,97.90322879201267,521,43,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[49.52250041696243, 25.606644415995106, 20.841562666988466]"
(fold mult 1 (filter (curry ge 2 ) (filter (curry le 4) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,6.456818291975651,120.24206025002059,1249,6,100,444,7.330357142857143,2.5057471264367814,4,4,3,"[45.95888020796701, 44.89945774996886, 23.204317249997985, 5.910470958042424]"
(fold plus 0 (map (curry mult 3) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,14.18669141700957,53.64055541600101,874,14,100,446,7.330357142857143,2.5057471264367814,2,2,1,"[48.59025220799958, 4.407801249995828]"
(length (filter (curry ge 1) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,7.422410500003025,92.5059737089905,648,94,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[45.083862958999816, 25.344623041979503, 18.54061399999773]"
(fold plus 0 (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.423399416031316,56.992675958026666,486,21,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[46.45323308301158, 9.611738250008784]"
(length (filter (curry ge 3) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,7.609802833991125,140.09456929197768,3255,71,100,444,7.330357142857143,2.5057471264367814,4,4,3,"[44.806858249998186, 43.8791304579936, 30.588794625014998, 17.88305520801805]"
(fold plus 0 (map (curry plus 2) (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,2.8285098749911413,3.587586499983445,13,7,100,447,7.330357142857143,2.5057471264367814,1,1,1,[3.2409804170019925]
(fold max 0 (filter (curry le 9) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,67.34402220899938,349.7903379579657,9566,131,100,441,7.330357142857143,2.5057471264367814,7,7,3,"[58.59120879200054, 51.58610337501159, 48.436589125019964, 47.31356316601159, 45.725046167033724, 46.1453281249851, 45.811051374999806]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map (curry mult 5) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,4.048534374975134,203.14425399998436,5849,1,100,443,7.330357142857143,2.5057471264367814,5,5,5,"[49.600937416020315, 50.94737429195084, 51.21317879203707, 50.68839608295821, 0.6205816669971682]"
